classification,Rf_ohm,Cpd_F,Cf_F,ft_Hz,f_Hz,magnitude_normalized_dB
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,211924.056102306,0.000331201460141533
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,218301.034606942,0.000356739104409406
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,224869.901921166,0.000383836713374722
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,231636.432145553,0.000412589573559224
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,238606.573128367,0.000443098791346327
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,245786.45169378,0.000475471648374011
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,253182.379027416,0.000509821978654656
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,260800.856223941,0.000546270568670427
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,268648.580001594,0.000584945581927447
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,276732.44858867,0.000625983009401175
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,285059.567787131,0.000669527147499359
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,293637.257218679,0.000715731105154555
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,302473.056758774,0.000764757341907905
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,311574.733164265,0.000816778238811909
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,320950.286900444,0.000871976704152248
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,330607.959173538,0.000930546816156959
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,340556.239174811,0.000992694504911704
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,350803.871542649,0.00105863827584653
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,361359.864049185,0.00112860997741013
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,372233.495518222,0.00120285561552977
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,383434.323981411,0.00128163621775535
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,394972.195079861,0.00136522875011981
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,406857.250718553,0.0014539270898859
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,419099.937981178,0.00154804305762866
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,431711.01831323,0.00164790751220711
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,444701.576981421,0.00175387151252273
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,458083.032817747,0.00186630755007092
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,471867.148256756,0.00198561085658821
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,486066.039674844,0.00211220079140377
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,500692.18804067,0.00224652231330249
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,515758.449886061,0.00238904754206467
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,531278.068607024,0.00254027741505179
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,547264.686104832,0.00270074344474652
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,563732.354777388,0.00287100958319506
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,580695.549871426,0.00305167420003047
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,598169.1822064,0.00324337218077458
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,616168.61128124,0.00344677715285123
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,634709.658775514,0.00366260384696051
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,653808.622456835,0.00389161060206293
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,673482.290506772,0.00413460202260225
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,693747.956277823,0.00439243179722919
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,714623.433494451,0.00466600568875215
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,736127.071911523,0.0049562847056497
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,758277.773443936,0.00526428846611441
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,781095.008781584,0.0055910987662449
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,804598.834504296,0.00593786336460787
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,828809.910711766,0.00630579999632008
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,853749.519183996,0.00669620063030896
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,879439.582088188,0.00711043598444671
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,905902.681248553,0.00754996031401043
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,933162.077995968,0.00801631648977384
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,961241.733614909,0.00851114138317515
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,990166.330405668,0.00903617157679949
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1019961.29338034,0.00959324941964923
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1050652.81261168,0.010184329447697
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1082267.86625442,0.0108114851914832
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1114834.24425933,0.011476916393664
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1148380.57280092,0.0121829566608477
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1182936.33944007,0.0129320815753446
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1218531.91904393,0.0137269172939686
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1255198.60048572,0.0145702496625042
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1292968.61414799,0.015465033876117
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1331875.1602534,0.0164144047175761
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1371952.43804812,0.0174216874070273
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1413235.67586324,0.0184904090987959
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1455761.16208088,0.0196243110626405
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1499566.27703202,0.0208273615889475
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1544689.5258542,0.0221037696593516
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1591170.57233791,0.0234579994264865
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1639050.27379149,0.0248947855488026
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1688370.71695505,0.0264191494287295
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1739175.25499524,0.0280364164048303
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1791508.54561301,0.0297522339510687
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1845416.59029827,0.031572590938834
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1900946.77476563,0.0335038380199614
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1958147.91060688,0.0355527091915682
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,2017070.27819695,0.0377263446061134
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,2077765.6708908,0.0400323146927969
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,2140287.44055033,0.0424786456589325
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,2204690.5444412,0.0450738464425409
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,2271031.59354083,0.04782693718968
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,2339368.9023,0.0507474793325713
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,2409762.53990186,0.053845607346462
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,2482274.38306332,0.0571320622649999
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,2556968.17042535,0.0606182270355587
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,2633909.55857984,0.0643161637966379
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,2713166.17978244,0.0682386531602662
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,2794807.70140198,0.0723992355817736
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,2878905.88715881,0.0768122548983158
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,2965534.66020579,0.0814929041152975
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,3054770.16810753,0.0864572735162141
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,3146690.84977484,0.0917224011663244
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,3241377.50441334,0.0973063258734486
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,3338913.36254677,0.10322814265967
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,3439384.15917744,0.109508060785306
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,3542878.20914822,0.116167464350875
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,3649486.48477207,0.123228975482616
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,3759302.69579776,0.130716520082313
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,3872423.37178157,0.138655396091132
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,3988947.94693778,0.147072344179085
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,4108978.84754235,0.155995620724886
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,4232621.58196667,0.165455072893727
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,4359984.83342044,0.175482215551053
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,4491180.55548533,0.186110309665581
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,4626324.0705233,0.197374441752503
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,4765534.17104613,0.209311603783713
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,4908933.22413522,0.221960772841947
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,5056647.2790035,0.235362989614813
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,5208806.17779395,0.249561434606262
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,5365543.66971215,0.264601500679857
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,5526997.5285932,0.280530860230609
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,5693309.67400627,0.297399524899778
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,5864626.29600339,0.315259895285613
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,6041097.98362192,0.334166797547454
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,6222879.85725386,0.354177503130234
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,6410131.70499824,0.375351727028624
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,6603018.12311647,0.397751599035321
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,6801708.66071409,0.421441601242631
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,7006377.96877618,0.446488463647834
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,7217205.9536873,0.472961008001528
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,7434377.93537105,0.500929927972563
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,7658084.8101881,0.530467491211345
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,7888523.21873609,0.561647145887419
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,8125895.71869862,0.594543010653822
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,8370410.96289553,0.629229222626348
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,8622283.88269085,0.665779112716476
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,8881735.87691961,0.704264171353357
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,9148995.00649964,0.744752760081503
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,9424296.19489944,0.787308515509276
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,9707881.43463827,0.831988381374467
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,10000000,0.878840191841674
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,10300908.6661477,0.927899714315375
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,10610871.9348317,0.979187042847698
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,10930162.2668892,1.03270221353951
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,11259060.32174,1.08841989125424
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,11597855.2040891,1.14628295286946
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,11946844.7180528,1.20619476706608
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,12306335.6289312,1.26800994596437
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,12676643.932858,1.33152332261039
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,13058095.1345646,1.39645689497818
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,13451024.5335017,1.46244447882916
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,13855777.5185714,1.52901383887831
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,14272709.8717267,1.59556613509009
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,14702188.0807081,1.66135264882319
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,15144589.66119,1.72544896827709
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,15600303.4886204,1.78672714619326
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,16069730.1400464,1.84382682992789
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,16553282.2462259,1.89512703612149
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,17051384.8543338,1.93872111418209
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,17564475.8015827,1.97239849224157
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,18093006.1000866,1.99363793635112
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,18637440.3333045,1.99961808594316
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,19198257.0644148,1.98725163174977
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,19775949.2569762,1.953249221223
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,20371024.7082484,1.89421748961126
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,20984006.4955505,1.80679209574094
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,21615433.4360517,1.68780121837405
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,22265860.5603964,1.53444821470813
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,22935859.6005824,1.34449543718954
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,23626019.4925187,1.11642656576346
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,24336946.8937061,0.849564279985689
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,25069266.7164954,0.544124816689405
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,25823622.6773917,0.201200418587498
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,26600677.8628873,-0.177327403213281
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,27401115.3123219,-0.588929760849275
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,28225638.618281,-1.03060604072381
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,29074972.5450604,-1.49906977760787
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,29949863.665742,-1.99092394565922
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,30851081.0184385,-2.50281076666245
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,31779416.7822859,-3.03152808641445
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,32735686.9737769,-3.57411060537063
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,33720732.1640478,-4.12787878176106
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,34735418.2177486,-4.69046082467209
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,35780637.0541473,-5.25979414063367
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,36857307.4311352,-5.83411238916943
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,37966375.7528252,-6.4119234437034
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,39108816.9014498,-6.99198243960369
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,40285635.0942929,-7.57326297937448
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,41497864.7664067,-8.15492859472912
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,42746571.4798905,-8.73630578961094
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,44032852.8605307,-9.31685940840826
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,45357839.5626249,-9.89617066476013
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,46722696.2628381,-10.4739178942935
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,48128622.6839657,-11.0498599253697
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,49576854.6495016,-11.6238218660627
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,51068665.1699397,-12.1956830597713
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,52605365.5617629,-12.7653669485615
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,54188306.6001033,-13.3328325899494
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,55818879.7060874,-13.8980675907233
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,57498518.1699092,-14.4610822447846
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,59228698.410707,-15.0219046872102
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,61010941.2743502,-15.5805769015687
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,62846813.3702784,-16.1371514407247
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,64737928.448567,-16.691688742311
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,66685948.8184295,-17.2442549385374
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,68692586.8094044,-17.794920076045
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,70759606.2765099,-18.343756675267
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,72888824.1506902,-18.8908385704481
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,75082112.0359163,-19.4362399813287
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,77341397.8543444,-19.9800347757871
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,79668667.5409796,-20.5222958896485
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,82065966.7893319,-21.063094875651
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,84535402.849602,-21.6025015583555
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,87079146.3809755,-22.1405837757829
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,89699433.3596537,-22.6774071918701
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,92398567.0442998,-23.2130351665862
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,95178920.0006259,-23.7475286728237
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,98042936.1869029,-24.2809462510691
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,100993133.102223,-24.8133439944185
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,104032103.999411,-25.3447755578019
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,107162520.164511,-25.8752921863514
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,110387133.264885,-26.4049427587419
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,113708777.767945,-26.9337738420674
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,117130373.432689,-27.4618297554341
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,120654927.87619,-27.9891526399522
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,124285539.217328,-28.5157825332368
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,128025398.800062,-29.0417574468741
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,131877793.998657,-29.5671134455994
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,135846111.107322,-30.091884727175
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,139933838.316788,-30.6161037021567
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,144144568.780471,-31.139801072899
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,148482003.772888,-31.6630059112911
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,152949955.943112,-32.1857457348238
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,157552352.666132,-32.7080465806861
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,162293239.495052,-33.2299330776624
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,167176783.717177,-33.7514285156682
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,172207278.017097,-34.272554912812
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,177389144.250003,-34.7933330799154
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,182726937.328539,-35.3137826824551
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,188225349.226618,-35.8339222999223
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,193889213.103715,-36.3537694826134
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,199723507.553262,-36.8733408058872
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,205733360.978882,-37.3926519219356
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,211924056.102306,-37.9117176091264
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,218301034.606942,-38.4305518189853
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,224869901.921166,-38.9491677208909
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,231636432.145553,-39.4675777445593
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,238606573.128366,-39.9857936203981
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,245786451.693781,-40.5038264178141
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,253182379.027416,-41.0216865815545
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,260800856.223942,-41.5393839661668
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,268648580.001594,-42.0569278686569
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,276732448.588671,-42.574327059429
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,285059567.787131,-43.0915898115823
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,293637257.218679,-43.6087239286462
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,302473056.758773,-44.1257367708241
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,311574733.164265,-44.6426352798229
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,320950286.900443,-45.1594260023336
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,330607959.173539,-45.6761151122348
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,340556239.174811,-46.1927084315801
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,350803871.54265,-46.7092114504349
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,361359864.049184,-47.2256293456186
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,372233495.518222,-47.7419669984135
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,383434323.98141,-48.2582290112901
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,394972195.079862,-48.7744197237054
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,406857250.718552,-49.2905432270189
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,419099937.981179,-49.8066033785786
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,431711018.313229,-50.3226038150165
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,444701576.981422,-50.8385479648016
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,458083032.817747,-51.3544390600857
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,471867148.256756,-51.8702801478851
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,486066039.674843,-52.3860741006308
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,500692188.04067,-52.9018236261252
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,515758449.886061,-53.4175312769355
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,531278068.607024,-53.9331994592564
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,547264686.104832,-54.4488304412706
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,563732354.777388,-54.9644263610363
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,580695549.871426,-55.4799892339268
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,598169182.206399,-55.9955209596473
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,616168611.28124,-56.5110233288541
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,634709658.775514,-57.0264980293962
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,653808622.456835,-57.5419466522019
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,673482290.506772,-58.0573706968312
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,693747956.277823,-58.5727715767099
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,714623433.494451,-59.0881506240668
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,736127071.911523,-59.6035090945883
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,758277773.443936,-60.1188481718079
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,781095008.781584,-60.6341689712441
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,804598834.504296,-61.1494725443026
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,828809910.711766,-61.6647598819553
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,853749519.183995,-62.1800319182084
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,879439582.088188,-62.6952895333726
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,905902681.248551,-63.2105335571454
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,933162077.99597,-63.7257647715185
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,961241733.614907,-64.2409839135159
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,990166330.40567,-64.7561916777785
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1019961293.38035,-65.2713887189975
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1050652812.61169,-65.7865756542105
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,1082267866.25442,-66.3017530649646
